Comment Body,Display Name,Latitude,Location,Longitude,Status,User Comments,User ID,userID (userscores.csv),Approve Date,Article Relevance,AV Gcommentspermonth,AVG Brevity,AVG Personal XP,AVG Picks,AVG Readability,AVG Recommendation Score,Brevity,Comment Sequence,Conversational Relevance,Editors Selection,Number of Records,Personal XP,Readability,Recommendation Count,Recommendation Score,Times People
The 800 lb. thing in the room is the quotas. Let\'s acknowledge and talk about the quota system that puts all our youth at risk for jail or worse.  Those quotas bring out the worst in the best of our officers.,Brenda,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/60579723.xml,60579723,60579723,"1,423,845,044",0.035179873,0.384615385,46.7,0.058263195,0.05,14.67,2.5,42,"14,125,668",0.044796385,1,1,0.047619048,18.2,10,2.302585093,1
"\""If the Sharptons and De Blasios and Holders of this world want to change things for the better, they should begin with their own constituents. . .\""<br/><br/>I\'m black, I live in NYC, I pay taxes at all 3 levels of government, and I voted for De Blasio.  I\'m a veteran, I\'ve never committed a crime in my life, and neither has anyone else in my family that I\'m aware of.  So it\'s MY fault that cops treat me like a criminal?  It\'s my responsibility to speak to black people I don\'t know because store owners follow me around, or associates ask to see my receipt (and mine alone) at high end retailers?<br/><br/>I\'m sorry, I thought I was an American citizen, not some second class citizen that\'s slacking because I haven\'t walked into Marcy projects to lecture other black people over the racism of white people and police officers.",Concerned Citizen,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/29481604.xml,29481604,29481604,"1,423,773,880",0.124936007,7.043478261,78.00617284,0.022462429,0.029320988,20.22222222,14.10185185,158,"14,120,405",0.323971842,0,1,0.12345679,29.7,38,3.63758616,1
"A recent similar story is this one:<br/><br/><a href=\""http://www.timesfreepress.com/news/local/story/2014/dec/28/womshoots-hixsneighborhood/280032/\"" title=\""http://www.timesfreepress.com/news/local/story/2014/dec/28/womshoots-hixsneighborhood/280032/\"" target=\""_blank\"">http://www.timesfreepress.com/news/local/story/2014/dec/28/womshoots-hix...</a><br/><br/>A woman with a weapon that actually fired at houses and passing vehicles AND when the cops stopped her, pointed her weapon at one of the officers.<br/><br/>Contrast that with Tamar Rice, who was in an Open Carry state when he was shot and killed for playing with a BB gun.",Concerned Citizen,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/29481604.xml,29481604,29481604,"1,423,774,732",0.056213073,7.043478261,78.00617284,0.022462429,0.029320988,20.22222222,14.10185185,58,"14,120,589",0.104361562,0,1,0,22.9,5,1.609437912,1
"So police go into a poor community, stop and frisk young black men, find illegal drugs and drug arrests and \""crime\"" is reported in that poor community.<br/><br/>Police drive around college campuses, business schools, and wall street in squad cars.  And despite the statistically significant fact that they\'re more likely to find illegal drugs, and illegal weapons on that demographic, don\'t stop and frisk anyone.<br/><br/>Yep, clearly  a logical mental shortcut.<br/><br/>/s",Concerned Citizen,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/29481604.xml,29481604,29481604,"1,423,772,554",0.103285401,7.043478261,78.00617284,0.022462429,0.029320988,20.22222222,14.10185185,74,"14,120,289",0.325628895,0,1,0,20.7,9,2.197224577,1
"How about slavery, segregation, voting rights discrimination, redlining and mass incarceration. All of which have racism as a core tenet, and have been legitimized and propagated at such grand scale to warrant the classification as \""institutionalized\"".",Dale,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63657640.xml,63657640,63657640,"1,423,776,881",0.000716776,0.35483871,68.81818182,0.03447866,0.090909091,20.00909091,7.909090909,36,"14,120,864",0.028801232,0,1,0,17.2,1,0,1
"In direct response to Mr. Comey, I haven\'t heard anyone say that officers were the root cause of problems that plague minority neighborhoods. The root cause of these problems are easily traced back to institutionalized racism. <br/><br/>The fact that officers aren\'t the root cause of problems in minority neighborhoods doesn\'t mean we apply a different rubric for how they conduct themselves in relationships with the population they are tasked to protect and serve.<br/><br/>The overarching argument Mr. Comey makes is that we provide more latitude to officers simply because they work in neighborhoods where crimes are committed more frequently by African Americans. Does this hold for communities in which whites commit the majority of crimes? His statements imply that African Americans are to be treated differently for no other reason besides that of a perceived threat.<br/><br/>Mr. Comey\'s arguments are not at all compelling. He is simply just rehashing the same arguments that have already been made in defense of officers irregardless of conduct. Some people would like to call that \""a breath of fresh air\"" or \""having an honest conversation\"", but that isn\'t an accurate characterization. ",Dale,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63657640.xml,63657640,63657640,"1,423,772,412",0.157762989,0.35483871,68.81818182,0.03447866,0.090909091,20.00909091,7.909090909,192,"14,120,172",0.247046888,1,1,0.015151515,37.5,34,3.526360525,1
"  I live in a predominantly white, upper class county. My father was a police officer and I was an officer in the USAF. I\'m whiter than this screen\'s background. I\'ve had few interactions with police officers, but they\'ve sometimes been eye-openers. The officers I have encountered are either professional/respectful or surly and indignant that they are being spoken too. I\'d say this breaks down 50/50. It seems worse in the local, smaller police forces.<br/>  The video of the aftermath of the 12 year old Tamir Rice shooting in Cleveland is obscene, and reminds us that the mentally ill should not have guns (and especially not guns and badges.)  Director Comey\'s comments are constructive and should be welcome. The only grain of salt I take with comments from him regards the quasi-cultish organization he worked for in the private sector before joining the FBI.",Improv,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/58136387.xml,58136387,58136387,"1,423,797,059",0.159494225,1.727272727,66.69473684,0.031148459,0.031578947,17.59473684,2.884210526,153,"14,121,969",0.271477885,0,1,0.064935065,33.4,9,2.197224577,1
"I think \""rational\"" is correct. If you need to make judgments about someone you don\'t know the rational course is to use whatever information you do have, which includes information about groups. If a majority of assaults on police officers in a particular area are committed by black men under age 30 even though they constitute less than 5% of the population, it is rational for a police officer encountering a black man under 30 to be more cautious than when encountering a 70 year old woman.",Joel,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/617387.xml,617387,617387,"1,423,791,940",0.165738143,5.953488372,74.76757813,0.018941721,0.0625,20.65742188,9.36328125,88,"14,122,351",0.325432992,0,1,0.011363636,19.9,1,0,1
"I\'m so grateful he\'s at the FBI and has his head screwed on straight.  He can be such a force for good and making people wake up and deal with the issue.  I have followed him through his earlier career and his remarks give me such a sense of hope that we can do better.  I lived through listening to my mother in Wisconsin when I was a kid talk about J. Edgar Hoover and Joe McCarthy and how destructive they both were our society.  Didn\'t quite understand it as a little kid.... as I was carted around the neighborhood by my mother getting signatures on a \""Joe Must Go\"" petition.  Important government  positions in this country are occasionally filled by people of his caliber.  I rejoice!",JRM,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/21417077.xml,21417077,21417077,"1,423,765,288",0.038807753,1.565789474,124.6722689,0.036417356,0.033613445,25.59915966,10.78151261,130,"14,118,518",0.066568071,0,1,0.1,27.5,13,2.564949357,1
"So in a multicultural community what race should the police be?  Let\'s take the community of Washington Heights or the UES or Greenpoint or even the UWS in NYC.  There are folks of all races, education, languages, and economic classes.  What type of police offers should patrol these communities?<br/><br/>If we really want to address this issue we should address poverty because there is a direct correlation between poverty, perceived opportunity, and crime.",KD,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/33044129.xml,33044129,33044129,"1,423,773,001",0.120904724,2.031746032,117.4765625,0.036580553,0.03125,24.2796875,19.3359375,74,"14,119,537",0.280382947,0,1,0.026315789,23.6,2,0.693147181,1
"1. I think every sane person would be OK with the police shooting a person who is reaching for a gun. I have never seen demonstrations for a black man who was gunned down after he reached for his weapon. There are plenty of forgotten dead black men and plenty more in jail to prove this. <br/><br/>2. If resisting arrest is punishable by death then the police should make that very clear to the public. They should come out and say loud and clear \""If anyone (white, black, Asian, Hispanic, man, woman, big, small...etc) so much as resists arrest he/she will be gunned down immediately without any attempt to subdue them.\"" Snap decisions about who is a bigger threat when resisting arrest is one of the reasons why we are having this \""dialogue.\""<br/><br/>3. We need everyone (key word EVERYONE) to stop robbing and killing one another. Black people aren\'t the only ones who rob and kill in America but they seem to be the only ones who (as a community) are punished for the criminal acts of others who look like them. How would America feel if every white man was racially profiled at movie theaters across the country because James Eagan Holmes killed 12 people and wounded 70 during a screening of the Dark Night in 2012? This is what the \""dialogue\"" is about. Equality and fairness for all so we can move past the sins of our past and be a stronger union. We\'ve come so far already. ",Manny,40.730599,"New York, NY",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/31925013.xml,31925013,31925013,"1,423,773,588",0.12043459,0.145454545,167,0.01482712,0.125,25.3375,2.625,255,"14,119,751",0.363591318,0,1,0.027027027,38.4,0,0,1
